"","study","taxon","phylum","common_name","number_of_populations","ecosystem","dispersal_mode","acclimation_time","source_population","latitude","longitude","life_history_stage","sex","acclimation_temperature_1","acclimation_temperature_2","measurement_level","thermal_limit_type","thermal_limit_1","thermal_limit_2","thermal_limit_error_type","thermal_limit_error_1","thermal_limit_error_2","n_1","n_2","max_temp","min_temp","mean_temp","temp_range","upper_lower","ARR"
"177","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5425726,-81.379745,"adult","female",23,27,"population","CTmin",4.571428571,5.571428571,"std_err",0.611677742,0.480928807,7,7,25.8,-6.03333333333333,9.56666666666667,31.8333333333333,"lower",0.25
"178","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51161714,-81.60796543,"adult","female",23,27,"population","CTmin",5.857142857,6.6,"std_err",0.553283335,0.871779789,5,5,26.75,-5.475,10.375,32.225,"lower",0.18571428575
"179","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74496529,-83.79297429,"adult","female",23,27,"population","CTmin",6.4,8.6,"std_err",0.6,0.509901951,5,5,29,-0.65,14.375,29.65,"lower",0.55
"180","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","female",23,27,"population","CTmin",8.75,10.5,"std_err",0.478713554,1.5,2,2,29.675,-0.175,15.025,29.85,"lower",0.4375
"181","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.1714245,-84.56780575,"adult","female",23,29,"population","CTmin",6.666666667,6.75,"std_err",0.421637021,1.030776406,4,4,29.1,-4.58,12.3,33.68,"lower",0.0138888888333333
"182","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1422926,-84.5282332,"adult","female",23,29,"population","CTmin",9,6,"std_err",5,0.948683298,5,5,29.4333333333333,-4.21666666666667,12.6333333333333,33.65,"lower",-0.5
"183","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5425726,-81.379745,"adult","female",23,29,"population","CTmin",4.571428571,5.4,"std_err",0.611677742,0.4,5,5,25.8,-6.03333333333333,9.56666666666667,31.8333333333333,"lower",0.138095238166667
"184","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51161714,-81.60796543,"adult","female",23,29,"population","CTmin",5.857142857,7.857142857,"std_err",0.553283335,0.670059394,7,7,26.75,-5.475,10.375,32.225,"lower",0.333333333333333
"185","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74496529,-83.79297429,"adult","female",23,29,"population","CTmin",6.4,9.428571429,"std_err",0.6,0.297380857,7,7,29,-0.65,14.375,29.65,"lower",0.504761904833333
"186","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","female",23,29,"population","CTmin",8.75,11.2,"std_err",0.478713554,1.113552873,5,5,29.675,-0.175,15.025,29.85,"lower",0.408333333333333
"187","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.1714245,-84.56780575,"adult","female",25,27,"population","CTmin",7.333333333,8,"std_err",1.452966315,1.154700538,4,3,29.1,-4.58,12.3,33.68,"lower",0.3333333335
"188","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1422926,-84.5282332,"adult","female",25,27,"population","CTmin",6,5.714285714,"std_err",1,0.644178536,5,7,29.4333333333333,-4.21666666666667,12.6333333333333,33.65,"lower",-0.142857143
"189","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5425726,-81.379745,"adult","female",25,27,"population","CTmin",4.833333333,5.571428571,"std_err",0.477260702,0.480928807,5,7,25.8,-6.03333333333333,9.56666666666667,31.8333333333333,"lower",0.369047619
"190","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51161714,-81.60796543,"adult","female",25,27,"population","CTmin",7,6.6,"std_err",1.303840481,0.871779789,7,5,26.75,-5.475,10.375,32.225,"lower",-0.2
"191","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74496529,-83.79297429,"adult","female",25,27,"population","CTmin",7,8.6,"std_err",0,0.509901951,7,5,29,-0.65,14.375,29.65,"lower",0.8
"192","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","female",25,27,"population","CTmin",8.5,10.5,"std_err",0.428174419,1.5,5,2,29.675,-0.175,15.025,29.85,"lower",1
"193","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.1714245,-84.56780575,"adult","female",25,29,"population","CTmin",7.333333333,6.75,"std_err",1.452966315,1.030776406,4,4,29.1,-4.58,12.3,33.68,"lower",-0.14583333325
"194","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1422926,-84.5282332,"adult","female",25,29,"population","CTmin",6,6,"std_err",1,0.948683298,5,5,29.4333333333333,-4.21666666666667,12.6333333333333,33.65,"lower",0
"195","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5425726,-81.379745,"adult","female",25,29,"population","CTmin",4.833333333,5.4,"std_err",0.477260702,0.4,5,5,25.8,-6.03333333333333,9.56666666666667,31.8333333333333,"lower",0.14166666675
"196","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51161714,-81.60796543,"adult","female",25,29,"population","CTmin",7,7.857142857,"std_err",1.303840481,0.670059394,7,7,26.75,-5.475,10.375,32.225,"lower",0.21428571425
"197","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74496529,-83.79297429,"adult","female",25,29,"population","CTmin",7,9.428571429,"std_err",0,0.297380857,7,7,29,-0.65,14.375,29.65,"lower",0.60714285725
"198","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","female",25,29,"population","CTmin",8.5,11.2,"std_err",0.428174419,1.113552873,5,5,29.675,-0.175,15.025,29.85,"lower",0.675
"199","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.1714245,-84.56780575,"adult","female",27,29,"population","CTmin",8,6.75,"std_err",1.154700538,1.030776406,4,4,29.1,-4.58,12.3,33.68,"lower",-0.625
"200","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1422926,-84.5282332,"adult","female",27,29,"population","CTmin",5.714285714,6,"std_err",0.644178536,0.948683298,5,5,29.4333333333333,-4.21666666666667,12.6333333333333,33.65,"lower",0.142857143
"201","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5425726,-81.379745,"adult","female",27,29,"population","CTmin",5.571428571,5.4,"std_err",0.480928807,0.4,5,5,25.8,-6.03333333333333,9.56666666666667,31.8333333333333,"lower",-0.0857142854999999
"202","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51161714,-81.60796543,"adult","female",27,29,"population","CTmin",6.6,7.857142857,"std_err",0.871779789,0.670059394,7,7,26.75,-5.475,10.375,32.225,"lower",0.6285714285
"203","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74496529,-83.79297429,"adult","female",27,29,"population","CTmin",8.6,9.428571429,"std_err",0.509901951,0.297380857,7,7,29,-0.65,14.375,29.65,"lower",0.4142857145
"204","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","female",27,29,"population","CTmin",10.5,11.2,"std_err",1.5,1.113552873,5,5,29.675,-0.175,15.025,29.85,"lower",0.35
"205","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17084655,-84.56685837,"adult","uncertain",21,23,"population","CTmax",46.71428571,47.04807692,"std_err",0.087029671,0.077752945,11,11,29.075,-4.6,12.275,33.675,"upper",0.166895605000001
"206","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14345981,-84.52711486,"adult","uncertain",21,23,"population","CTmax",46.78481013,46.76470588,"std_err",0.10759971,0.116876316,8,7,29.38,-4.26,12.58,33.64,"upper",-0.0100521249999979
"207","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.56740788,-81.35459788,"adult","uncertain",21,23,"population","CTmax",46.875,46.93243243,"std_err",0.0802981,0.086759681,8,8,25.7666666666667,-6.03333333333333,9.56666666666667,31.8,"upper",0.0287162149999993
"208","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51089967,-81.60951015,"adult","uncertain",21,23,"population","CTmax",46.98958333,47.14942529,"std_err",0.090678234,0.085782614,10,9,26.76,-5.46,10.38,32.22,"upper",0.0799209800000007
"209","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.72657913,-83.86933689,"adult","uncertain",21,23,"population","CTmax",47.48684211,47.45454545,"std_err",0.126343199,0.088823743,8,10,29.22,-0.48,14.6,29.7,"upper",-0.01614833
"210","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.9058239,-83.95237526,"adult","uncertain",21,23,"population","CTmax",47.23076923,47.3125,"std_err",0.079381301,0.070247641,8,8,29.6,-0.24,14.94,29.84,"upper",0.040865385
"211","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17056158,-84.56639124,"adult","uncertain",21,25,"population","CTmax",46.71428571,47.42105263,"std_err",0.087029671,0.070743316,8,8,29.2,-4.48,12.4,33.68,"upper",0.17669173
"212","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.13682111,-84.521299,"adult","uncertain",21,25,"population","CTmax",46.78481013,47.27777778,"std_err",0.10759971,0.086588524,9,9,29.24,-4.36,12.44,33.6,"upper",0.123241912500001
"213","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.55862773,-81.36348827,"adult","uncertain",21,25,"population","CTmax",46.875,47.27272727,"std_err",0.0802981,0.052936923,9,9,25.7,-6.11666666666667,9.48333333333333,31.8166666666667,"upper",0.0994318174999993
"214","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.508968,-81.613669,"adult","uncertain",21,25,"population","CTmax",46.98958333,47.43010753,"std_err",0.090678234,0.077050965,10,10,26.7666666666667,-5.46666666666667,10.3833333333333,32.2333333333333,"upper",0.11013105
"215","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74090243,-83.82867771,"adult","uncertain",21,25,"population","CTmax",47.48684211,47.72857143,"std_err",0.126343199,0.17846995,7,7,29.3333333333333,-0.383333333333333,14.7166666666667,29.7166666666667,"upper",0.0604323300000011
"216","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","uncertain",21,25,"population","CTmax",47.23076923,47.58571429,"std_err",0.079381301,0.074746936,7,7,29.675,-0.175,15.025,29.85,"upper",0.0887362649999996
"217","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17032907,-84.56601011,"adult","uncertain",21,27,"population","CTmax",46.71428571,47.15662651,"std_err",0.087029671,0.052785829,9,9,29.225,-4.45,12.425,33.675,"upper",0.0737234666666673
"218","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.13456563,-84.51737175,"adult","uncertain",21,27,"population","CTmax",46.78481013,47.475,"std_err",0.10759971,0.068839843,8,8,29.15,-4.45,12.35,33.6,"upper",0.115031645000001
"219","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.54301858,-81.37929342,"adult","uncertain",21,27,"population","CTmax",46.875,47.50505051,"std_err",0.0802981,0.05984543,10,10,25.8,-6.03333333333333,9.56666666666667,31.8333333333333,"upper",0.105008418333333
"220","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51205867,-81.60701483,"adult","uncertain",21,27,"population","CTmax",46.98958333,47.85714286,"std_err",0.090678234,0.081478832,9,9,26.74,-5.46,10.36,32.2,"upper",0.144593255
"221","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74586644,-83.82503044,"adult","uncertain",21,27,"population","CTmax",47.48684211,48.06666667,"std_err",0.126343199,0.081802417,9,9,29.325,-0.4,14.7,29.725,"upper",0.0966374266666665
"222","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.90707509,-83.95167179,"adult","uncertain",21,27,"population","CTmax",47.23076923,48.13432836,"std_err",0.079381301,0.101760892,7,7,29.575,-0.25,14.925,29.825,"upper",0.150593188333333
"223","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",21,29,"population","CTmax",46.71428571,47.575,"std_err",0.087029671,0.077080839,8,8,29.2,-4.48,12.4,33.68,"upper",0.107589286250001
"224","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14369861,-84.53361524,"adult","uncertain",21,29,"population","CTmax",46.78481013,47.26315789,"std_err",0.10759971,0.092467958,8,8,29.525,-4.15,12.725,33.675,"upper",0.0597934700000007
"225","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",21,29,"population","CTmax",46.875,47.43333333,"std_err",0.0802981,0.083688382,10,10,25.78,-6.04,9.56,31.82,"upper",0.0697916662500004
"226","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.5106732,-81.60999774,"adult","uncertain",21,29,"population","CTmax",46.98958333,47.8045977,"std_err",0.090678234,0.083108352,9,9,26.76,-5.46,10.38,32.22,"upper",0.10187679625
"227","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74412505,-83.79208736,"adult","uncertain",21,29,"population","CTmax",47.48684211,47.95402299,"std_err",0.126343199,0.10457082,9,9,29,-0.65,14.375,29.65,"upper",0.0583976100000001
"228","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.90227444,-83.95437089,"adult","uncertain",21,29,"population","CTmax",47.23076923,48.38356164,"std_err",0.079381301,0.081905896,8,8,29.65,-0.2,14.975,29.85,"upper",0.14409905125
"229","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",23,25,"population","CTmax",47.04807692,47.42105263,"std_err",0.077752945,0.070743316,8,8,29.2,-4.48,12.4,33.68,"upper",0.186487854999999
"230","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14369861,-84.53361524,"adult","uncertain",23,25,"population","CTmax",46.76470588,47.27777778,"std_err",0.116876316,0.086588524,9,9,29.525,-4.15,12.725,33.675,"upper",0.25653595
"231","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",23,25,"population","CTmax",46.93243243,47.27272727,"std_err",0.086759681,0.052936923,9,9,25.78,-6.04,9.56,31.82,"upper",0.170147419999999
"232","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.5106732,-81.60999774,"adult","uncertain",23,25,"population","CTmax",47.14942529,47.43010753,"std_err",0.085782614,0.077050965,10,10,26.76,-5.46,10.38,32.22,"upper",0.140341119999999
"233","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74412505,-83.79208736,"adult","uncertain",23,25,"population","CTmax",47.45454545,47.72857143,"std_err",0.088823743,0.17846995,7,7,29,-0.65,14.375,29.65,"upper",0.137012990000002
"234","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.90227444,-83.95437089,"adult","uncertain",23,25,"population","CTmax",47.3125,47.58571429,"std_err",0.070247641,0.074746936,7,7,29.65,-0.2,14.975,29.85,"upper",0.136607144999999
"235","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",23,27,"population","CTmax",47.04807692,47.15662651,"std_err",0.077752945,0.052785829,9,9,29.2,-4.48,12.4,33.68,"upper",0.0271373975000007
"236","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14369861,-84.53361524,"adult","uncertain",23,27,"population","CTmax",46.76470588,47.475,"std_err",0.116876316,0.068839843,8,8,29.525,-4.15,12.725,33.675,"upper",0.17757353
"237","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",23,27,"population","CTmax",46.93243243,47.50505051,"std_err",0.086759681,0.05984543,10,10,25.78,-6.04,9.56,31.82,"upper",0.14315452
"238","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.5106732,-81.60999774,"adult","uncertain",23,27,"population","CTmax",47.14942529,47.85714286,"std_err",0.085782614,0.081478832,9,9,26.76,-5.46,10.38,32.22,"upper",0.1769293925
"239","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74412505,-83.79208736,"adult","uncertain",23,27,"population","CTmax",47.45454545,48.06666667,"std_err",0.088823743,0.081802417,9,9,29,-0.65,14.375,29.65,"upper",0.153030305
"240","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.90227444,-83.95437089,"adult","uncertain",23,27,"population","CTmax",47.3125,48.13432836,"std_err",0.070247641,0.101760892,7,7,29.65,-0.2,14.975,29.85,"upper",0.205457089999999
"241","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",23,29,"population","CTmax",47.04807692,47.575,"std_err",0.077752945,0.077080839,8,8,29.2,-4.48,12.4,33.68,"upper",0.0878205133333338
"242","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14369861,-84.53361524,"adult","uncertain",23,29,"population","CTmax",46.76470588,47.26315789,"std_err",0.116876316,0.092467958,8,8,29.525,-4.15,12.725,33.675,"upper",0.0830753350000002
"243","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",23,29,"population","CTmax",46.93243243,47.43333333,"std_err",0.086759681,0.083688382,10,10,25.78,-6.04,9.56,31.82,"upper",0.0834834833333341
"244","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.5106732,-81.60999774,"adult","uncertain",23,29,"population","CTmax",47.14942529,47.8045977,"std_err",0.085782614,0.083108352,9,9,26.76,-5.46,10.38,32.22,"upper",0.109195401666666
"245","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74412505,-83.79208736,"adult","uncertain",23,29,"population","CTmax",47.45454545,47.95402299,"std_err",0.088823743,0.10457082,9,9,29,-0.65,14.375,29.65,"upper",0.0832462566666668
"246","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.90227444,-83.95437089,"adult","uncertain",23,29,"population","CTmax",47.3125,48.38356164,"std_err",0.070247641,0.081905896,8,8,29.65,-0.2,14.975,29.85,"upper",0.178510273333334
"247","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",25,27,"population","CTmax",47.42105263,47.15662651,"std_err",0.070743316,0.052785829,9,9,29.2,-4.48,12.4,33.68,"upper",-0.132213059999998
"248","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14369861,-84.53361524,"adult","uncertain",25,27,"population","CTmax",47.27777778,47.475,"std_err",0.086588524,0.068839843,8,8,29.525,-4.15,12.725,33.675,"upper",0.0986111100000002
"249","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",25,27,"population","CTmax",47.27272727,47.50505051,"std_err",0.052936923,0.05984543,10,10,25.78,-6.04,9.56,31.82,"upper",0.11616162
"250","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.5106732,-81.60999774,"adult","uncertain",25,27,"population","CTmax",47.43010753,47.85714286,"std_err",0.077050965,0.081478832,9,9,26.76,-5.46,10.38,32.22,"upper",0.213517665000001
"251","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74412505,-83.79208736,"adult","uncertain",25,27,"population","CTmax",47.72857143,48.06666667,"std_err",0.17846995,0.081802417,9,9,29,-0.65,14.375,29.65,"upper",0.169047619999997
"252","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.90227444,-83.95437089,"adult","uncertain",25,27,"population","CTmax",47.58571429,48.13432836,"std_err",0.074746936,0.101760892,7,7,29.65,-0.2,14.975,29.85,"upper",0.274307035
"253","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",25,29,"population","CTmax",47.42105263,47.575,"std_err",0.070743316,0.077080839,8,8,29.2,-4.48,12.4,33.68,"upper",0.0384868425000011
"254","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14369861,-84.53361524,"adult","uncertain",25,29,"population","CTmax",47.27777778,47.26315789,"std_err",0.086588524,0.092467958,8,8,29.525,-4.15,12.725,33.675,"upper",-0.00365497249999969
"255","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",25,29,"population","CTmax",47.27272727,47.43333333,"std_err",0.052936923,0.083688382,10,10,25.78,-6.04,9.56,31.82,"upper",0.0401515150000016
"256","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.5106732,-81.60999774,"adult","uncertain",25,29,"population","CTmax",47.43010753,47.8045977,"std_err",0.077050965,0.083108352,9,9,26.76,-5.46,10.38,32.22,"upper",0.0936225425000003
"257","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74412505,-83.79208736,"adult","uncertain",25,29,"population","CTmax",47.72857143,47.95402299,"std_err",0.17846995,0.10457082,9,9,29,-0.65,14.375,29.65,"upper",0.0563628899999991
"258","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.90227444,-83.95437089,"adult","uncertain",25,29,"population","CTmax",47.58571429,48.38356164,"std_err",0.074746936,0.081905896,8,8,29.65,-0.2,14.975,29.85,"upper",0.199461837500001
"259","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",27,29,"population","CTmax",47.15662651,47.575,"std_err",0.052785829,0.077080839,9,8,29.2,-4.48,12.4,33.68,"upper",0.209186745
"260","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14369861,-84.53361524,"adult","uncertain",27,29,"population","CTmax",47.475,47.26315789,"std_err",0.068839843,0.092467958,8,8,29.525,-4.15,12.725,33.675,"upper",-0.105921055
"261","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",27,29,"population","CTmax",47.50505051,47.43333333,"std_err",0.05984543,0.083688382,10,10,25.78,-6.04,9.56,31.82,"upper",-0.0358585899999966
"262","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.5106732,-81.60999774,"adult","uncertain",27,29,"population","CTmax",47.85714286,47.8045977,"std_err",0.081478832,0.083108352,9,9,26.76,-5.46,10.38,32.22,"upper",-0.0262725800000005
"263","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74412505,-83.79208736,"adult","uncertain",27,29,"population","CTmax",48.06666667,47.95402299,"std_err",0.081802417,0.10457082,9,9,29,-0.65,14.375,29.65,"upper",-0.056321839999999
"264","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.90227444,-83.95437089,"adult","uncertain",27,29,"population","CTmax",48.13432836,48.38356164,"std_err",0.101760892,0.081905896,7,8,29.65,-0.2,14.975,29.85,"upper",0.124616640000003
"265","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17103226,-84.56716279,"adult","uncertain",21,23,"population","CTmin",5.821052632,5.529411765,"std_err",0.132153282,0.108559945,10,11,29.075,-4.6,12.275,33.675,"lower",-0.1458204335
