,study,ecosystem,population,latitude,longitude,acc_temp_1,acc_temp_2,limit_1,limit_2,ARR,limit_type,upper_lower,sex,mean_temp,temp_range,acc_time,taxon,phylum,common_name,model_arr,lat_slope,range_slope,lim_slope
511,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,25,7,7,0,CTmin,lower,female,14.44474359,29.66205128,2,103,2,3,0.352857143,-0.04068836,-0.112661972,-0.00977822
512,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,27,7,8.6,0.266666667,CTmin,lower,female,14.44474359,29.66205128,2,103,2,3,0.352857143,-0.04068836,-0.112661972,-0.00977822
513,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,29,7,9.428571429,0.303571429,CTmin,lower,female,14.44474359,29.66205128,2,103,2,3,0.352857143,-0.04068836,-0.112661972,-0.00977822
514,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,23,25,6.4,7,0.3,CTmin,lower,female,14.44474359,29.66205128,2,103,2,3,0.352857143,-0.04068836,-0.112661972,-0.00977822
515,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,23,27,6.4,8.6,0.55,CTmin,lower,female,14.44474359,29.66205128,2,103,2,3,0.352857143,-0.04068836,-0.112661972,-0.00977822
516,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,23,29,6.4,9.428571429,0.504761905,CTmin,lower,female,14.44474359,29.66205128,2,103,2,3,0.352857143,-0.04068836,-0.112661972,-0.00977822
517,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,25,27,7,8.6,0.8,CTmin,lower,female,14.44474359,29.66205128,2,103,2,3,0.352857143,-0.04068836,-0.112661972,-0.00977822
518,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,25,29,7,9.428571429,0.607142857,CTmin,lower,female,14.44474359,29.66205128,2,103,2,3,0.352857143,-0.04068836,-0.112661972,-0.00977822
519,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,27,29,8.6,9.428571429,0.414285715,CTmin,lower,female,14.44474359,29.66205128,2,103,2,3,0.352857143,-0.04068836,-0.112661972,-0.00977822
520,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,23,47.48684211,47.45454545,-0.01614833,CTmax,upper,uncertain,14.44474359,29.66205128,2,103,2,3,0.077324149,-0.04068836,-0.112661972,-0.00977822
521,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,25,47.48684211,47.72857143,0.06043233,CTmax,upper,uncertain,14.44474359,29.66205128,2,103,2,3,0.077324149,-0.04068836,-0.112661972,-0.00977822
522,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,27,47.48684211,48.06666667,0.096637427,CTmax,upper,uncertain,14.44474359,29.66205128,2,103,2,3,0.077324149,-0.04068836,-0.112661972,-0.00977822
523,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,29,47.48684211,47.95402299,0.05839761,CTmax,upper,uncertain,14.44474359,29.66205128,2,103,2,3,0.077324149,-0.04068836,-0.112661972,-0.00977822
524,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,23,25,47.45454545,47.72857143,0.13701299,CTmax,upper,uncertain,14.44474359,29.66205128,2,103,2,3,0.077324149,-0.04068836,-0.112661972,-0.00977822
525,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,23,27,47.45454545,48.06666667,0.153030305,CTmax,upper,uncertain,14.44474359,29.66205128,2,103,2,3,0.077324149,-0.04068836,-0.112661972,-0.00977822
526,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,23,29,47.45454545,47.95402299,0.083246257,CTmax,upper,uncertain,14.44474359,29.66205128,2,103,2,3,0.077324149,-0.04068836,-0.112661972,-0.00977822
527,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,25,27,47.72857143,48.06666667,0.16904762,CTmax,upper,uncertain,14.44474359,29.66205128,2,103,2,3,0.077324149,-0.04068836,-0.112661972,-0.00977822
528,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,25,29,47.72857143,47.95402299,0.05636289,CTmax,upper,uncertain,14.44474359,29.66205128,2,103,2,3,0.077324149,-0.04068836,-0.112661972,-0.00977822
529,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,27,29,48.06666667,47.95402299,-0.05632184,CTmax,upper,uncertain,14.44474359,29.66205128,2,103,2,3,0.077324149,-0.04068836,-0.112661972,-0.00977822
530,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,23,3.973684211,4.795918367,0.411117078,CTmin,lower,uncertain,14.44474359,29.66205128,2,103,2,3,0.461246184,-0.04068836,-0.112661972,-0.00977822
531,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,25,3.973684211,5.514285714,0.385150376,CTmin,lower,uncertain,14.44474359,29.66205128,2,103,2,3,0.461246184,-0.04068836,-0.112661972,-0.00977822
532,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,27,3.973684211,6.943820225,0.495022669,CTmin,lower,uncertain,14.44474359,29.66205128,2,103,2,3,0.461246184,-0.04068836,-0.112661972,-0.00977822
533,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,29,3.973684211,7.512195122,0.442313864,CTmin,lower,uncertain,14.44474359,29.66205128,2,103,2,3,0.461246184,-0.04068836,-0.112661972,-0.00977822
534,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,23,25,4.795918367,5.514285714,0.359183674,CTmin,lower,uncertain,14.44474359,29.66205128,2,103,2,3,0.461246184,-0.04068836,-0.112661972,-0.00977822
535,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,23,27,4.795918367,6.943820225,0.536975465,CTmin,lower,uncertain,14.44474359,29.66205128,2,103,2,3,0.461246184,-0.04068836,-0.112661972,-0.00977822
536,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,23,29,4.795918367,7.512195122,0.452712793,CTmin,lower,uncertain,14.44474359,29.66205128,2,103,2,3,0.461246184,-0.04068836,-0.112661972,-0.00977822
537,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,25,27,5.514285714,6.943820225,0.714767256,CTmin,lower,uncertain,14.44474359,29.66205128,2,103,2,3,0.461246184,-0.04068836,-0.112661972,-0.00977822
538,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,25,29,5.514285714,7.512195122,0.499477352,CTmin,lower,uncertain,14.44474359,29.66205128,2,103,2,3,0.461246184,-0.04068836,-0.112661972,-0.00977822
539,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,27,29,6.943820225,7.512195122,0.284187449,CTmin,lower,uncertain,14.44474359,29.66205128,2,103,2,3,0.461246184,-0.04068836,-0.112661972,-0.00977822
540,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,23,46.75,47.4,0.325,CTmax,upper,female,14.93666667,29.83375,2,103,2,3,0.081666666,-0.04068836,-0.112661972,-0.00977822
541,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,25,46.75,47,0.0625,CTmax,upper,female,14.93666667,29.83375,2,103,2,3,0.081666666,-0.04068836,-0.112661972,-0.00977822
542,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,27,46.75,47.33333333,0.097222222,CTmax,upper,female,14.93666667,29.83375,2,103,2,3,0.081666666,-0.04068836,-0.112661972,-0.00977822
543,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,29,46.75,47.6,0.10625,CTmax,upper,female,14.93666667,29.83375,2,103,2,3,0.081666666,-0.04068836,-0.112661972,-0.00977822
544,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,25,47.4,47,-0.2,CTmax,upper,female,14.93666667,29.83375,2,103,2,3,0.081666666,-0.04068836,-0.112661972,-0.00977822
545,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,27,47.4,47.33333333,-0.016666667,CTmax,upper,female,14.93666667,29.83375,2,103,2,3,0.081666666,-0.04068836,-0.112661972,-0.00977822
546,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,29,47.4,47.6,0.033333333,CTmax,upper,female,14.93666667,29.83375,2,103,2,3,0.081666666,-0.04068836,-0.112661972,-0.00977822
547,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,25,27,47,47.33333333,0.166666665,CTmax,upper,female,14.93666667,29.83375,2,103,2,3,0.081666666,-0.04068836,-0.112661972,-0.00977822
548,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,25,29,47,47.6,0.15,CTmax,upper,female,14.93666667,29.83375,2,103,2,3,0.081666666,-0.04068836,-0.112661972,-0.00977822
549,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,27,29,47.33333333,47.6,0.133333335,CTmax,upper,female,14.93666667,29.83375,2,103,2,3,0.081666666,-0.04068836,-0.112661972,-0.00977822
550,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,23,7.666666667,8.75,0.541666667,CTmin,lower,female,14.93666667,29.83375,2,103,2,3,0.440833333,-0.04068836,-0.112661972,-0.00977822
551,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,25,7.666666667,8.5,0.208333333,CTmin,lower,female,14.93666667,29.83375,2,103,2,3,0.440833333,-0.04068836,-0.112661972,-0.00977822
552,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,27,7.666666667,10.5,0.472222222,CTmin,lower,female,14.93666667,29.83375,2,103,2,3,0.440833333,-0.04068836,-0.112661972,-0.00977822
553,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,29,7.666666667,11.2,0.441666667,CTmin,lower,female,14.93666667,29.83375,2,103,2,3,0.440833333,-0.04068836,-0.112661972,-0.00977822
554,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,25,8.75,8.5,-0.125,CTmin,lower,female,14.93666667,29.83375,2,103,2,3,0.440833333,-0.04068836,-0.112661972,-0.00977822
555,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,27,8.75,10.5,0.4375,CTmin,lower,female,14.93666667,29.83375,2,103,2,3,0.440833333,-0.04068836,-0.112661972,-0.00977822
556,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,29,8.75,11.2,0.408333333,CTmin,lower,female,14.93666667,29.83375,2,103,2,3,0.440833333,-0.04068836,-0.112661972,-0.00977822
557,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,25,27,8.5,10.5,1,CTmin,lower,female,14.93666667,29.83375,2,103,2,3,0.440833333,-0.04068836,-0.112661972,-0.00977822
558,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,25,29,8.5,11.2,0.675,CTmin,lower,female,14.93666667,29.83375,2,103,2,3,0.440833333,-0.04068836,-0.112661972,-0.00977822
559,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,27,29,10.5,11.2,0.35,CTmin,lower,female,14.93666667,29.83375,2,103,2,3,0.440833333,-0.04068836,-0.112661972,-0.00977822
560,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,23,47.23076923,47.3125,0.040865385,CTmax,upper,uncertain,14.93666667,29.83375,2,103,2,3,0.156370659,-0.04068836,-0.112661972,-0.00977822
561,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,25,47.23076923,47.58571429,0.088736265,CTmax,upper,uncertain,14.93666667,29.83375,2,103,2,3,0.156370659,-0.04068836,-0.112661972,-0.00977822
562,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,27,47.23076923,48.13432836,0.150593188,CTmax,upper,uncertain,14.93666667,29.83375,2,103,2,3,0.156370659,-0.04068836,-0.112661972,-0.00977822
563,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,29,47.23076923,48.38356164,0.144099051,CTmax,upper,uncertain,14.93666667,29.83375,2,103,2,3,0.156370659,-0.04068836,-0.112661972,-0.00977822
564,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,25,47.3125,47.58571429,0.136607145,CTmax,upper,uncertain,14.93666667,29.83375,2,103,2,3,0.156370659,-0.04068836,-0.112661972,-0.00977822
565,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,27,47.3125,48.13432836,0.20545709,CTmax,upper,uncertain,14.93666667,29.83375,2,103,2,3,0.156370659,-0.04068836,-0.112661972,-0.00977822
566,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,29,47.3125,48.38356164,0.178510273,CTmax,upper,uncertain,14.93666667,29.83375,2,103,2,3,0.156370659,-0.04068836,-0.112661972,-0.00977822
567,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,25,27,47.58571429,48.13432836,0.274307035,CTmax,upper,uncertain,14.93666667,29.83375,2,103,2,3,0.156370659,-0.04068836,-0.112661972,-0.00977822
568,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,25,29,47.58571429,48.38356164,0.199461838,CTmax,upper,uncertain,14.93666667,29.83375,2,103,2,3,0.156370659,-0.04068836,-0.112661972,-0.00977822
569,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,27,29,48.13432836,48.38356164,0.12461664,CTmax,upper,uncertain,14.93666667,29.83375,2,103,2,3,0.156370659,-0.04068836,-0.112661972,-0.00977822
570,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,23,5.506493506,6.0625,0.278003247,CTmin,lower,uncertain,14.93666667,29.83375,2,103,2,3,0.592840556,-0.04068836,-0.112661972,-0.00977822
571,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,25,5.506493506,6.028571429,0.130519481,CTmin,lower,uncertain,14.93666667,29.83375,2,103,2,3,0.592840556,-0.04068836,-0.112661972,-0.00977822
572,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,27,5.506493506,8.671428571,0.527489178,CTmin,lower,uncertain,14.93666667,29.83375,2,103,2,3,0.592840556,-0.04068836,-0.112661972,-0.00977822
573,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,29,5.506493506,10.13043478,0.577992659,CTmin,lower,uncertain,14.93666667,29.83375,2,103,2,3,0.592840556,-0.04068836,-0.112661972,-0.00977822
574,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,25,6.0625,6.028571429,-0.016964285,CTmin,lower,uncertain,14.93666667,29.83375,2,103,2,3,0.592840556,-0.04068836,-0.112661972,-0.00977822
575,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,27,6.0625,8.671428571,0.652232143,CTmin,lower,uncertain,14.93666667,29.83375,2,103,2,3,0.592840556,-0.04068836,-0.112661972,-0.00977822
576,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,23,29,6.0625,10.13043478,0.67798913,CTmin,lower,uncertain,14.93666667,29.83375,2,103,2,3,0.592840556,-0.04068836,-0.112661972,-0.00977822
577,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,25,27,6.028571429,8.671428571,1.321428571,CTmin,lower,uncertain,14.93666667,29.83375,2,103,2,3,0.592840556,-0.04068836,-0.112661972,-0.00977822
578,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,25,29,6.028571429,10.13043478,1.025465838,CTmin,lower,uncertain,14.93666667,29.83375,2,103,2,3,0.592840556,-0.04068836,-0.112661972,-0.00977822
579,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,27,29,8.671428571,10.13043478,0.729503105,CTmin,lower,uncertain,14.93666667,29.83375,2,103,2,3,0.592840556,-0.04068836,-0.112661972,-0.00977822
580,Healy_et_al_2019,intertidal,Bird_Rock,32.814202,-117.273379,20,25,37.8625,38.95910781,0.219321562,CTmax,upper,uncertain,18.45,18.325,3,104,2,8,0.219321562,0.020010609,-0.013220032,-0.059527068
581,Healy_et_al_2019,intertidal,Pescadero,37.259631,-122.414116,20,25,36.45,37.70198675,0.25039735,CTmax,upper,uncertain,14.075,12.075,3,104,2,8,0.25039735,0.020010609,-0.013220032,-0.059527068
582,Healy_et_al_2019,intertidal,San_Diego,32.744828,-117.255264,20,25,38.15,38.99256506,0.168513012,CTmax,upper,uncertain,18.36666667,18.13333333,3,104,2,8,0.168513012,0.020010609,-0.013220032,-0.059527068
583,Healy_et_al_2019,intertidal,Santa_Cruz,36.949433,-122.046358,20,25,36.575,38.14900662,0.314801324,CTmax,upper,uncertain,14.48,14.34,3,104,2,8,0.314801324,0.020010609,-0.013220032,-0.059527068
587,Diamond_et_al_2018,terrestrial,Cin_rural,39.17062716,-84.56639672,21,29,47.8,47.33333333,-0.058333334,CTmax,upper,female,12.37666667,33.6775,2,103,2,3,-0.056666667,-0.04068836,-0.112661972,-0.00977822
597,Diamond_et_al_2018,terrestrial,Cin_rural,39.17062716,-84.56639672,21,29,7.166666667,6.75,-0.052083333,CTmin,lower,female,12.37666667,33.6775,2,103,2,3,0.025,-0.04068836,-0.112661972,-0.00977822
607,Diamond_et_al_2018,terrestrial,Cin_rural,39.17062716,-84.56639672,21,29,46.71428571,47.575,0.107589286,CTmax,upper,uncertain,12.37666667,33.6775,2,103,2,3,0.091498909,-0.04068836,-0.112661972,-0.00977822
617,Diamond_et_al_2018,terrestrial,Cin_rural,39.17062716,-84.56639672,21,29,5.821052632,5.6125,-0.026069079,CTmin,lower,uncertain,12.37666667,33.6775,2,103,2,3,0.001469329,-0.04068836,-0.112661972,-0.00977822
627,Diamond_et_al_2018,terrestrial,Cin_urban,39.14146592,-84.5232195,21,29,46.8,47.25,0.05625,CTmax,upper,female,12.54486111,33.64875,2,103,2,3,0.025,-0.04068836,-0.112661972,-0.00977822
637,Diamond_et_al_2018,terrestrial,Cin_urban,39.14146592,-84.5232195,21,29,5.6,6,0.05,CTmin,lower,female,12.54486111,33.64875,2,103,2,3,-0.124285714,-0.04068836,-0.112661972,-0.00977822
647,Diamond_et_al_2018,terrestrial,Cin_urban,39.14146592,-84.5232195,21,29,46.78481013,47.26315789,0.05979347,CTmax,upper,uncertain,12.54486111,33.64875,2,103,2,3,0.083349482,-0.04068836,-0.112661972,-0.00977822
657,Diamond_et_al_2018,terrestrial,Cin_urban,39.14146592,-84.5232195,21,29,4.2125,4.864864865,0.081545608,CTmin,lower,uncertain,12.54486111,33.64875,2,103,2,3,0.132111487,-0.04068836,-0.112661972,-0.00977822
667,Diamond_et_al_2018,terrestrial,Cle_rural,41.55624395,-81.36534927,21,29,47.2,47.8,0.075,CTmax,upper,female,9.546666667,31.80571429,2,103,2,3,0.088571428,-0.04068836,-0.112661972,-0.00977822
677,Diamond_et_al_2018,terrestrial,Cle_rural,41.55624395,-81.36534927,21,29,4.666666667,5.4,0.091666667,CTmin,lower,female,9.546666667,31.80571429,2,103,2,3,0.123333333,-0.04068836,-0.112661972,-0.00977822
687,Diamond_et_al_2018,terrestrial,Cle_rural,41.55624395,-81.36534927,21,29,46.875,47.43333333,0.069791666,CTmax,upper,uncertain,9.546666667,31.80571429,2,103,2,3,0.084464237,-0.04068836,-0.112661972,-0.00977822
697,Diamond_et_al_2018,terrestrial,Cle_rural,41.55624395,-81.36534927,21,29,2.101123596,5.022222222,0.365137328,CTmin,lower,uncertain,9.546666667,31.80571429,2,103,2,3,0.397776529,-0.04068836,-0.112661972,-0.00977822
707,Diamond_et_al_2018,terrestrial,Cle_urban,41.5115159,-81.60795594,21,29,47.5,48,0.0625,CTmax,upper,female,10.36766667,32.20766667,2,103,2,3,0.061904762,-0.04068836,-0.112661972,-0.00977822
717,Diamond_et_al_2018,terrestrial,Cle_urban,41.5115159,-81.60795594,21,29,6,7.857142857,0.232142857,CTmin,lower,female,10.36766667,32.20766667,2,103,2,3,0.222857143,-0.04068836,-0.112661972,-0.00977822
727,Diamond_et_al_2018,terrestrial,Cle_urban,41.5115159,-81.60795594,21,29,46.98958333,47.8045977,0.101876796,CTmax,upper,uncertain,10.36766667,32.20766667,2,103,2,3,0.116887315,-0.04068836,-0.112661972,-0.00977822
737,Diamond_et_al_2018,terrestrial,Cle_urban,41.5115159,-81.60795594,21,29,4.315789474,6.942528736,0.328342408,CTmin,lower,uncertain,10.36766667,32.20766667,2,103,2,3,0.31768111,-0.04068836,-0.112661972,-0.00977822
747,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,29,47.66666667,47.4,-0.033333334,CTmax,upper,female,14.44474359,29.66205128,2,103,2,3,-0.031428572,-0.04068836,-0.112661972,-0.00977822
757,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,29,7,9.428571429,0.303571429,CTmin,lower,female,14.44474359,29.66205128,2,103,2,3,0.352857143,-0.04068836,-0.112661972,-0.00977822
767,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,29,47.48684211,47.95402299,0.05839761,CTmax,upper,uncertain,14.44474359,29.66205128,2,103,2,3,0.077324149,-0.04068836,-0.112661972,-0.00977822
777,Diamond_et_al_2018,terrestrial,Knx_rural,35.74581486,-83.82361927,21,29,3.973684211,7.512195122,0.442313864,CTmin,lower,uncertain,14.44474359,29.66205128,2,103,2,3,0.461246184,-0.04068836,-0.112661972,-0.00977822
787,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,29,46.75,47.6,0.10625,CTmax,upper,female,14.93666667,29.83375,2,103,2,3,0.081666666,-0.04068836,-0.112661972,-0.00977822
797,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,29,7.666666667,11.2,0.441666667,CTmin,lower,female,14.93666667,29.83375,2,103,2,3,0.440833333,-0.04068836,-0.112661972,-0.00977822
807,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,29,47.23076923,48.38356164,0.144099051,CTmax,upper,uncertain,14.93666667,29.83375,2,103,2,3,0.156370659,-0.04068836,-0.112661972,-0.00977822
817,Diamond_et_al_2018,terrestrial,Knx_urban,35.90566913,-83.95320703,21,29,5.506493506,10.13043478,0.577992659,CTmin,lower,uncertain,14.93666667,29.83375,2,103,2,3,0.592840556,-0.04068836,-0.112661972,-0.00977822
824,Campbell_Staton_et_al_2018,terrestrial,Arlington,32.768686,-97.08369,20,30,6.356623,8.30349345,0.194687045,CTmin,lower,uncertain,18.9,32.1,1,5,3,21,0.194687045,-0.001898902,-0.000516778,-0.000120666
825,Campbell_Staton_et_al_2018,terrestrial,Austin,30.24407,-97.720786,20,30,6.45487627,8.43085881,0.197598254,CTmin,lower,uncertain,20.6,29.25,1,5,3,21,0.197598254,-0.001898902,-0.000516778,-0.000120666
826,Campbell_Staton_et_al_2018,terrestrial,Brownsville,25.894346,-97.489169,20,30,8.36535662,10.1229985,0.175764188,CTmin,lower,uncertain,23.8,18.475,1,5,3,21,0.175764188,-0.001898902,-0.000516778,-0.000120666
827,Campbell_Staton_et_al_2018,terrestrial,Hodgen,34.784382,-94.694722,20,30,6.02911208,7.79767103,0.176855895,CTmin,lower,uncertain,16.2,32.36,1,5,3,21,0.176855895,-0.001898902,-0.000516778,-0.000120666
828,Campbell_Staton_et_al_2018,terrestrial,Victoria,28.818269,-97.024316,20,30,7.10262009,9.64628821,0.254366812,CTmin,lower,uncertain,21.5,24.775,1,5,3,21,0.254366812,-0.001898902,-0.000516778,-0.000120666
831,Darveau_et_al_2012,freshwater,Atlin_warm_spring,59.40388333,-133.5753361,5,25,0.214285714,8.285714286,0.403571429,CTmin,lower,uncertain,0.75,31,1,23,3,19,0.328095238,-7.89E-05,-0.005041511,-0.001374643
837,Darveau_et_al_2012,freshwater,Atlin_warm_spring,59.40388333,-133.5753361,5,25,25.84557439,35.70621469,0.493032015,CTmax,upper,uncertain,0.75,31,1,23,3,19,0.509905838,-7.89E-05,-0.005041511,-0.001374643
843,Darveau_et_al_2012,freshwater,green_lake,51.37627778,-121.2630472,5,25,-0.119047619,4.785714286,0.245238095,CTmin,lower,uncertain,4.733333333,32.76666667,1,23,3,19,0.19952381,-7.89E-05,-0.005041511,-0.001374643
849,Darveau_et_al_2012,freshwater,green_lake,51.37627778,-121.2630472,5,25,26.16195857,35.41619586,0.462711865,CTmax,upper,uncertain,4.733333333,32.76666667,1,23,3,19,0.487231638,-7.89E-05,-0.005041511,-0.001374643
855,Darveau_et_al_2012,freshwater,liard_hot_spring,59.428525,-126.0884222,5,25,0.30952381,6.119047619,0.29047619,CTmin,lower,uncertain,0.4375,39.325,1,23,3,19,0.254285714,-7.89E-05,-0.005041511,-0.001374643
861,Darveau_et_al_2012,freshwater,liard_hot_spring,59.428525,-126.0884222,5,25,26.76836158,35.94350282,0.458757062,CTmax,upper,uncertain,0.4375,39.325,1,23,3,19,0.463502825,-7.89E-05,-0.005041511,-0.001374643
865,McCann_2018,terrestrial,BI,19.819891,-155.836336,12,24,9.14516129,8.561827957,-0.048611111,CTmin,lower,uncertain,20.63333333,8.266666667,1,97,3,5,-0.048611111,-0.968832591,-0.148705323,-0.078566912
866,McCann_2018,terrestrial,HU,19.696853,-155.081501,12,24,10.09931034,10.66896552,0.047471265,CTmin,lower,uncertain,23.86666667,7.4,1,97,3,5,0.047471265,-0.968832591,-0.148705323,-0.078566912
867,McCann_2018,terrestrial,ML,19.941369,-155.859498,12,24,12.36986301,10.1260274,-0.186986301,CTmin,lower,uncertain,24.525,7.85,1,97,3,5,-0.186986301,-0.968832591,-0.148705323,-0.078566912
868,McCann_2018,terrestrial,TV,19.549037,-155.136774,12,24,9.575842697,11.98455056,0.200725655,CTmin,lower,uncertain,20.925,7.775,1,97,3,5,0.200725655,-0.968832591,-0.148705323,-0.078566912
871,Yu_et_al_2018,freshwater,Gaizhou,40.4,122.75,14,29,32.4,35.75,0.223333333,CTmax,upper,uncertain,9.225,42.1,1,98,3,10,0.2022,-0.010439122,-0.010728205,0.010376984
877,Yu_et_al_2018,freshwater,Gaizhou,40.4,122.75,14,29,0,3.76,0.250666667,CTmin,lower,uncertain,9.225,42.1,1,98,3,10,0.2516,-0.010439122,-0.010728205,0.010376984
883,Yu_et_al_2018,freshwater,Hangzhou,30.38,120.15,14,29,32.39,35.71,0.221333333,CTmax,upper,uncertain,17.5,32.35,1,98,3,10,0.2026,-0.010439122,-0.010728205,0.010376984
889,Yu_et_al_2018,freshwater,Hangzhou,30.38,120.15,14,29,0,5.27,0.351333333,CTmin,lower,uncertain,17.5,32.35,1,98,3,10,0.3562,-0.010439122,-0.010728205,0.010376984
896,Diamond_et_al_2018,terrestrial,Cin_rural,39.17062716,-84.56639672,21,29,47.8,47.33333333,-0.058333334,CTmax,upper,female,12.37666667,33.6775,2,103,2,3,-0.056666667,-0.04068836,-0.112661972,-0.00977822
906,Diamond_et_al_2018,terrestrial,Cin_rural,39.17062716,-84.56639672,21,29,7.166666667,6.75,-0.052083333,CTmin,lower,female,12.37666667,33.6775,2,103,2,3,0.025,-0.04068836,-0.112661972,-0.00977822
